mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,zcr_mean,label
-173.7158660888672,137.14024353027344,-23.76764678955078,26.99173927307129,-16.68766212463379,4.214374542236328,-12.58261775970459,5.854559421539307,-2.8846731185913086,-1.1866810321807861,-1.9771538972854614,1.8001550436019897,-3.004411458969116,90.21219635009766,32.89563751220703,32.049591064453125,22.2620906829834,17.024559020996094,12.638328552246094,12.267991065979004,9.082865715026855,10.420711517333984,8.099661827087402,7.448550224304199,7.6134138107299805,9.680582046508789,0.4616740345954895,0.1709531545639038,0.1926480382680893,0.37859681248664856,0.35386496782302856,0.4591083824634552,0.2763881981372833,0.324049711227417,0.1876990646123886,0.20247578620910645,0.3237245976924896,0.316399484872818,16.17116056160471,16.379389883865013,21.29912243778801,21.590195304112104,18.679928625556116,17.768053539391577,35.72734561156319,0.06298072271671827,blues
-287.9235534667969,123.97102355957031,5.456121921539307,33.68454360961914,1.0892010927200317,14.704721450805664,-4.898605823516846,8.653275489807129,0.7827977538108826,6.566735744476318,-4.879439830780029,-3.1806588172912598,-5.557003498077393,77.0452651977539,31.52353286743164,17.381046295166016,18.550790786743164,21.012859344482422,15.348381042480469,12.217013359069824,13.753050804138184,12.197827339172363,10.68626594543457,9.68674087524414,9.17844009399414,8.085728645324707,0.2483915239572525,0.2302265763282776,0.3049179017543793,0.41385775804519653,0.6585419178009033,0.5414393544197083,0.3524606227874756,0.3485755920410156,0.34564974904060364,0.3480110764503479,0.2766418755054474,0.32097095251083374,27.483370752926515,16.876059884810612,17.698070264509987,17.865403485970518,17.39974569243824,16.091277790468002,32.171529630726695,0.04395891785990712,blues
-207.208740234375,132.79708862304688,-15.460705757141113,60.99486541748047,0.7102412581443787,12.461278915405273,1.160927653312683,-1.5278946161270142,-17.90181541442871,8.369234085083008,-2.4538185596466064,-0.5966886878013611,0.3688164949417114,67.66199493408203,25.794357299804688,30.59287452697754,18.182411193847656,17.72148895263672,10.05937385559082,10.392874717712402,10.568408966064453,9.819367408752441,9.73562240600586,11.820317268371582,9.62463092803955,9.283365249633789,0.303676038980484,0.160280242562294,0.2196275293827057,0.2034941166639328,0.1968066245317459,0.26644212007522583,0.30161792039871216,0.1576872318983078,0.18246063590049744,0.2134687751531601,0.37555256485939026,0.6508768200874329,16.89251432562536,18.890022518002528,21.01584864579434,20.099728297279288,21.6373619142718,22.808864086386276,33.5453591271736,0.06912392064144737,blues
-209.78219604492188,124.4659194946289,10.285804748535156,47.030174255371094,6.482385635375977,15.417020797729492,-2.010077714920044,6.735785961151123,-21.548620223999023,10.728497505187988,-5.5324320793151855,-2.202038049697876,-3.051727056503296,44.382938385009766,23.290462493896484,25.728227615356445,12.177268028259277,10.098318099975586,12.095587730407715,8.332418441772461,8.71790885925293,9.820377349853516,9.790460586547852,9.524993896484375,7.695250988006592,7.237645626068115,0.12737734615802765,0.1421058475971222,0.1711677461862564,0.14698217809200287,0.1898864060640335,0.23153729736804962,0.15596744418144226,0.2164877951145172,0.34531906247138977,0.3849269151687622,0.691530704498291,0.3734269142150879,17.056353195477545,18.542702162287576,21.60647995746491,18.863213934739992,19.59525017568339,19.25900587118478,34.98918333543087,0.051417300575657895,blues
-305.6985778808594,113.0416259765625,12.114899635314941,45.03944396972656,17.739240646362305,14.594630241394043,4.157128810882568,0.24009813368320465,-7.013088226318359,13.649843215942383,8.923057556152344,1.301689863204956,5.952127933502197,90.54730224609375,26.103662490844727,38.2579345703125,14.991418838500977,15.779799461364746,12.43875789642334,12.55484390258789,12.913716316223145,9.877542495727539,8.767173767089844,9.486505508422852,7.92079496383667,8.022302627563477,0.2962065041065216,0.3160898685455322,0.29482224583625793,0.24004888534545898,0.29478704929351807,0.3142643868923187,0.23711232841014862,0.23535692691802979,0.2841905653476715,0.3778442144393921,0.6203979253768921,0.437369704246521,17.679665640268443,19.680118393936823,23.622879377867008,19.5089505837423,20.49066736990628,19.44084079545518,30.897990128109065,0.045045834945820436,blues
-238.5330352783203,120.08828735351562,-4.224555492401123,42.31004333496094,5.916329383850098,13.91418170928955,5.357577323913574,1.903708815574646,-16.929880142211914,12.339310646057129,3.94096040725708,-1.3906770944595337,0.014792084693908691,66.20257568359375,26.991220474243164,31.297775268554688,19.574748992919922,17.288063049316406,10.838105201721191,10.939125061035156,11.995671272277832,9.480667114257812,8.733510971069336,9.037074089050293,7.804614543914795,7.785207271575928,0.262889564037323,0.1662413328886032,0.2438019961118698,0.2428956925868988,0.28420233726501465,0.29283303022384644,0.2606823444366455,0.1692272424697876,0.19756260514259338,0.24369342625141144,0.3623674809932709,0.5177621841430664,16.861067863521296,18.557984670671026,20.967541267495033,19.732013398389174,20.289203300415945,20.02401341760077,33.11842282825507,0.0637176797116873,blues
-233.79489135742188,120.66705322265625,-3.167560338973999,39.539268493652344,3.8588550090789795,18.839672088623047,-3.6889171600341797,4.431845188140869,-14.975372314453125,17.571035385131836,1.8447446823120117,2.538606643676758,-1.2386857271194458,70.44123077392578,23.711532592773438,34.75709533691406,19.910839080810547,16.844215393066406,12.497923851013184,10.01887035369873,10.562871932983398,10.074906349182129,10.108126640319824,10.421930313110352,8.149383544921875,8.067007064819336,0.23256327211856842,0.1688748002052307,0.14962568879127502,0.2787191569805145,0.40747806429862976,0.24971187114715576,0.272273451089859,0.3550833463668823,0.5286722183227539,0.5375012159347534,0.2650396525859833,0.25401490926742554,16.84794720165796,17.97105586817448,21.036888068185412,18.751087452086956,20.263356045176963,18.601751201307497,33.928423770161004,0.061350725014512386,blues
-245.75413513183594,140.48092651367188,-2.7714390754699707,60.42012023925781,18.925399780273438,9.837099075317383,3.5665769577026367,0.536187469959259,-16.367359161376953,6.629854202270508,7.269148826599121,-4.015730857849121,1.6074535846710205,72.07491302490234,28.298141479492188,28.210205078125,18.994874954223633,15.329365730285645,9.9878511428833,10.890830039978027,9.65005874633789,11.359437942504883,10.260236740112305,9.83566951751709,8.446646690368652,8.542129516601562,0.30284935235977173,0.2071584016084671,0.15734095871448517,0.15960150957107544,0.30674272775650024,0.256511390209198,0.2541382312774658,0.3122527599334717,0.4253430962562561,0.5789123177528381,0.35321244597435,0.3128110468387604,15.959212895559233,18.994416583119243,22.643051923774156,19.93258214146661,21.30462333692694,21.693830900603267,31.50836415755714,0.04832397083010836,blues
-252.51876831054688,104.9369888305664,15.316827774047852,42.67346954345703,6.762617588043213,21.623579025268555,-1.313277006149292,5.6919331550598145,-16.619516372680664,12.161626815795898,-1.9679499864578247,1.969765067100525,-0.8889584541320801,53.61874008178711,24.581554412841797,25.72705078125,12.75080394744873,9.637907028198242,10.82491397857666,8.574239730834961,10.023236274719238,11.194994926452637,11.117654800415039,7.221667766571045,8.042827606201172,6.976861953735352,0.21098193526268005,0.1609378308057785,0.1887495517730713,0.20268116891384125,0.21735221147537231,0.28019803762435913,0.3294546902179718,0.2506038248538971,0.33041706681251526,0.3770619332790375,0.2986023724079132,0.39391082525253296,18.185877760346703,18.673023731109385,23.508252433841353,18.937140327090116,19.755208714604706,18.237134724863786,34.69768191079407,0.056131935710139316,blues
-236.68890380859375,138.40428161621094,-4.923574924468994,47.64771270751953,5.152376174926758,8.895283699035645,0.48285630345344543,-3.8016674518585205,-14.97489070892334,10.432586669921875,-0.3539614975452423,0.7883455157279968,1.7829302549362183,74.70635223388672,23.166364669799805,34.17282485961914,17.647171020507812,21.60105323791504,9.57451057434082,9.904786109924316,12.605185508728027,8.792123794555664,10.226059913635254,11.592766761779785,8.970575332641602,8.832467079162598,0.19436335563659668,0.1935489922761917,0.15701021254062653,0.2542506456375122,0.34076017141342163,0.14692921936511993,0.13923534750938416,0.24408164620399475,0.43790003657341003,0.5547572374343872,0.25239962339401245,0.1730765551328659,16.522419692297596,18.326953021649267,22.749064648528883,19.253089158777943,20.706566982002187,20.6686122755776,32.14242770977516,0.05887114817143963,blues
-230.42657470703125,127.10052490234375,7.145354270935059,39.78431701660156,1.9449424743652344,17.40534019470215,-5.639429092407227,8.252129554748535,-18.10438346862793,13.842513084411621,-3.7609128952026367,2.571859836578369,-4.320805549621582,54.645503997802734,19.935543060302734,24.48725700378418,13.249691009521484,10.760223388671875,10.012038230895996,8.914257049560547,8.327550888061523,7.745545864105225,8.527892112731934,8.461935043334961,8.635147094726562,7.914322853088379,0.24988871812820435,0.17251883447170258,0.21738861501216888,0.2925994098186493,0.4965704679489136,0.24946391582489014,0.22612887620925903,0.34282177686691284,0.3883362412452698,0.2994912564754486,0.2835259437561035,0.41485920548439026,16.324950510016254,15.953200069486634,20.516873042659764,17.65363809086513,18.531188159554937,17.219513999857888,34.29043512237343,0.05256015080785604,blues
-264.678466796875,138.85833740234375,11.156023025512695,48.53825378417969,14.89592456817627,20.584367752075195,3.2051422595977783,1.2625881433486938,-15.847021102905273,15.986576080322266,3.3616716861724854,-1.5137410163879395,1.8921550512313843,79.65916442871094,31.658893585205078,35.838104248046875,19.26860809326172,15.755782127380371,11.406539916992188,10.95698356628418,10.222084045410156,9.767314910888672,9.229901313781738,8.898972511291504,8.480931282043457,8.370803833007812,0.23320144414901733,0.16180479526519775,0.17967814207077026,0.21733346581459045,0.38632258772850037,0.5575255751609802,0.4565768837928772,0.4428042471408844,0.4035208523273468,0.2965203523635864,0.2842470705509186,0.2341705709695816,19.326919707873692,18.664104411251994,22.581228815136896,20.36983990496458,21.419999360091595,20.5285863326646,32.16056963125086,0.04793735185274768,blues
-233.85751342773438,136.17208862304688,3.2713184356689453,48.93121337890625,8.685133934020996,13.979510307312012,5.354867935180664,0.39087027311325073,-13.5045747756958,16.85610580444336,5.1309380531311035,-2.231879949569702,3.9640326499938965,80.59227752685547,30.977920532226562,34.091278076171875,19.60270881652832,17.44671058654785,12.86181640625,10.27258586883545,11.302638053894043,12.309768676757812,9.099172592163086,10.696426391601562,8.792097091674805,8.120821952819824,0.3897472620010376,0.23288270831108093,0.21152746677398682,0.2562978267669678,0.3287827968597412,0.4949999749660492,0.35562562942504883,0.32009533047676086,0.28151294589042664,0.31772667169570923,0.2504669725894928,0.23763889074325562,18.65293979507618,17.909654138483507,22.69234471145266,20.27898307685397,21.424414512702562,21.98610505406235,33.057225880540784,0.05861340218653251,blues
-227.26885986328125,137.73069763183594,-14.4934663772583,63.555702209472656,5.612640857696533,11.984639167785645,1.8855520486831665,-1.863376498222351,-7.620555400848389,-2.447174549102783,-2.8867249488830566,-9.429529190063477,-10.92391300201416,64.4076156616211,22.503929138183594,35.30354309082031,14.521750450134277,12.356342315673828,9.678050994873047,10.130398750305176,9.341695785522461,9.878338813781738,9.88372802734375,10.20205020904541,9.378917694091797,10.746888160705566,0.20807507634162903,0.2733587324619293,0.187953919172287,0.20785000920295715,0.48305603861808777,0.2290041148662567,0.1247604638338089,0.16496522724628448,0.2822200655937195,0.6509669423103333,0.36525827646255493,0.19118231534957886,16.078663085535215,19.496394484527514,24.151916666335392,21.211439044362944,20.580586373407975,20.623994438158494,30.653466381284947,0.052482675841718264,blues
-274.3118591308594,130.41371154785156,-6.392800331115723,70.40501403808594,13.26914119720459,9.461283683776855,7.725641250610352,-1.247490644454956,-0.5775883197784424,-2.30258846282959,3.783147096633911,0.08482332527637482,-0.9394359588623047,76.93624114990234,22.37529182434082,36.63964080810547,17.646696090698242,15.184504508972168,12.469621658325195,11.023465156555176,12.256719589233398,9.703689575195312,8.30018424987793,8.76274299621582,8.577573776245117,11.257425308227539,0.30606743693351746,0.23341652750968933,0.23148825764656067,0.17517268657684326,0.20543847978115082,0.2379918098449707,0.11788558959960938,0.08235787600278854,0.12760813534259796,0.29731470346450806,0.6089550256729126,0.5336004495620728,16.01154497185364,21.706906472652637,23.97697226456178,20.16184667197599,20.0508330749294,21.274111672802825,28.83713952341195,0.047297899937113,blues
-249.28939819335938,130.98703002929688,0.6773899793624878,66.68578338623047,17.89780616760254,4.623736381530762,6.5983076095581055,1.2490499019622803,1.4163895845413208,-1.5791419744491577,-0.9626631140708923,-3.571995735168457,-2.9279816150665283,63.09784698486328,18.394969940185547,39.75187301635742,17.279258728027344,13.545689582824707,13.16553020477295,9.820876121520996,9.916266441345215,8.703125953674316,9.580452919006348,10.061666488647461,9.229387283325195,9.291680335998535,0.24268873035907745,0.20951725542545319,0.2663934528827667,0.18093737959861755,0.23689621686935425,0.30532306432724,0.13582204282283783,0.11215391010046005,0.1764555722475052,0.4369102120399475,0.7759139537811279,0.41275712847709656,14.45383455114729,18.314835324475524,22.937615946056177,20.23225983848405,20.236060917887283,20.7834038752293,30.20482009920334,0.05172493288022446,blues
-284.6973571777344,108.8051986694336,9.088282585144043,51.222740173339844,18.09175682067871,7.612260818481445,8.779499053955078,2.3628289699554443,0.005786435212939978,2.2509660720825195,4.205099105834961,-3.2933170795440674,1.6082983016967773,78.7223129272461,26.004621505737305,38.02742385864258,17.197452545166016,14.505343437194824,13.483985900878906,11.017854690551758,10.154078483581543,9.670384407043457,10.304088592529297,9.183077812194824,9.884416580200195,8.278565406799316,0.3756738305091858,0.24711091816425323,0.21831059455871582,0.148929625749588,0.20581449568271637,0.37001508474349976,0.2007742077112198,0.15389935672283173,0.19805417954921722,0.24975109100341797,0.46622928977012634,0.5094305276870728,17.45540250538128,19.93629658376786,23.140222729816635,21.207091239341683,21.689472577798174,20.329503002638393,29.94338983795626,0.051987591911764705,blues
-228.2506561279297,130.3444061279297,-23.291290283203125,70.1720962524414,1.1422709226608276,7.602447509765625,0.9099381566047668,1.9782512187957764,-6.1670074462890625,-9.396023750305176,-2.5628409385681152,-4.522894382476807,-0.2629503607749939,53.045005798339844,26.25477409362793,30.453990936279297,19.92217445373535,13.4837064743042,12.392955780029297,10.015294075012207,9.411503791809082,7.8687520027160645,9.273236274719238,10.388401985168457,7.683055400848389,8.236430168151855,0.39033597707748413,0.23876804113388062,0.2807732820510864,0.2451445609331131,0.4131217896938324,0.29711827635765076,0.20195573568344116,0.12534329295158386,0.16362884640693665,0.21441921591758728,0.3320140540599823,0.5618314743041992,18.540155202701797,19.932572194453606,24.471910295719866,22.175503521712525,22.380437577432488,22.852239215304483,30.80065407891615,0.07235897288602941,blues
-248.9867401123047,139.06719970703125,-16.282499313354492,57.117984771728516,20.19265365600586,10.188037872314453,4.543976306915283,0.3312790095806122,-7.877950668334961,-3.4479153156280518,-2.646488904953003,-2.8313822746276855,-0.902166485786438,70.45574951171875,19.953779220581055,34.15384292602539,18.137451171875,12.582623481750488,11.546414375305176,11.243721008300781,10.879305839538574,8.358489990234375,8.276775360107422,8.910004615783691,8.167048454284668,9.771069526672363,0.29127100110054016,0.22079145908355713,0.2584635019302368,0.17772096395492554,0.21079666912555695,0.30909228324890137,0.16693708300590515,0.10157757997512817,0.16217629611492157,0.3373441994190216,0.5991712808609009,0.47678855061531067,15.095577909314152,20.20157282720697,22.859478421685854,20.084169064630878,20.185187608822183,21.052145763388406,30.33501376622833,0.04802843217879257,blues
-233.75082397460938,101.17827606201172,17.64976692199707,23.733776092529297,2.0820329189300537,25.941923141479492,-16.95884895324707,15.098033905029297,-22.278715133666992,4.395122528076172,-23.2074031829834,-6.057175159454346,-5.068857192993164,60.73033142089844,29.759796142578125,19.37721061706543,14.810775756835938,15.089254379272461,11.647930145263672,18.422504425048828,10.653246879577637,9.919082641601562,11.071765899658203,12.938664436340332,9.040495872497559,8.996856689453125,0.26941633224487305,0.3572019338607788,0.4740205705165863,0.4313819408416748,0.2813246250152588,0.2253451943397522,0.2033645361661911,0.22684213519096375,0.24075070023536682,0.3195425570011139,0.17719383537769318,0.16026365756988525,35.202080999439936,21.488814487881722,25.40052494974118,21.79429528858369,21.452103438645963,19.740211290556168,40.11491343157114,0.05292636174535604,blues
-206.96807861328125,117.79298400878906,23.23587989807129,28.297826766967773,-1.1239153146743774,18.862035751342773,-21.949682235717773,17.849985122680664,-25.585643768310547,2.129925012588501,-17.794416427612305,-8.01590347290039,-17.60727882385254,44.99866485595703,27.640546798706055,16.772323608398438,16.16750144958496,13.964349746704102,12.688658714294434,14.560503005981445,11.72113037109375,14.150612831115723,10.150412559509277,8.543368339538574,7.771043300628662,8.536091804504395,0.24510246515274048,0.1638219803571701,0.19979612529277802,0.2714952528476715,0.2921726107597351,0.4671075642108917,0.3753550052642822,0.38638922572135925,0.2223765105009079,0.16280455887317657,0.20548458397388458,0.16564637422561646,36.75804648080158,21.678001410431268,24.46702717731478,22.64861304284951,21.568066603448724,20.526931980357194,40.25787170285996,0.03937580120452786,blues
-221.8311309814453,110.83949279785156,18.6168212890625,30.920137405395508,3.2959229946136475,22.58736228942871,-20.416349411010742,12.11873722076416,-26.35049819946289,-4.3674845695495605,-26.413198471069336,-13.045098304748535,-12.654766082763672,50.1198844909668,24.214548110961914,13.784725189208984,13.439663887023926,14.88302993774414,10.032215118408203,17.846128463745117,10.704249382019043,10.423561096191406,10.114691734313965,11.338235855102539,10.370996475219727,12.096414566040039,0.13407158851623535,0.2872180640697479,0.4490413963794708,0.3309780955314636,0.15556232631206512,0.10287249833345413,0.1988152712583542,0.2871967852115631,0.24909941852092743,0.4184880554676056,0.2473631650209427,0.18295347690582275,36.24509315616503,22.60260609307472,27.633458584701323,23.7062136010296,23.305945527169534,21.721655712264198,40.275457498041,0.04296723829334365,blues
-288.8077087402344,105.89604187011719,18.77703857421875,23.710391998291016,5.711881160736084,25.549087524414062,-13.473759651184082,12.428972244262695,-11.942033767700195,1.571425437927246,-15.63591194152832,-6.650615692138672,-11.713253021240234,72.89320373535156,28.811166763305664,20.835323333740234,18.487327575683594,19.50859832763672,12.8262357711792,15.107900619506836,11.214014053344727,13.991225242614746,11.506952285766602,11.236590385437012,9.02645492553711,10.104416847229004,0.3537141680717468,0.21901589632034302,0.19678902626037598,0.18292836844921112,0.22371414303779602,0.2961808145046234,0.31177639961242676,0.4353170394897461,0.2774195373058319,0.24801817536354065,0.2964007258415222,0.27394476532936096,36.99222531303489,24.47196301884721,23.823482934848588,22.558329390315585,23.411675168610255,20.734487470329224,36.909026887484934,0.03939318583107585,blues
